64
78
142.5
80.5
69
218
153.5
98
210.5
162
84.5
127
143
102.5
96.5
166
173.5
75.5
52.5
105
78
114.5
122
172
117.5
111
90
98.5
112.5
134
140
103
68.5
73.5
74.5
158
97
173.5
120
159
211
152
144
142
102.5
126
189.5
124.5
107.5
113
122.5
133
96.5
97.5
124
135
164.5
91
124.5
82
109.5
111.5
185.5
159.5
132.5
88.5
103.5
127.5
180
114.5
145
128.5
90
159.5
129.5
179
114
154.5
139.5
100
145.5
57
132.5
103
100.5
94.5
158.5
86.5
67.5
137.5
109
117.5
108
84.5
204.5
146.5
86
130
130
55
84.5
113
152
166.5
230
139
137.5
95.5
144.5
155
103
137.5
201.5
127
66.5
144.5
111
116
79
92
